"","V1","V2","V3","V4","V5","V6","V7","V8","V9","ID"
"JWVFNUON","J45507","1","ST","T0","B0","0120","ZVM4N7A-6014","AWBGH.flitered","AWBGH","JWVFNUON"
"BHKGZXJM","J45508","1","ST","T0","B0","0120","ZMBVNFM-1015","APA62.flitered","APA62","BHKGZXJM"
"VGXGBOGC","J45509","1","ST","T0","B0","0120","ZM7JY3G-08","APA62.flitered","APA62","VGXGBOGC"
"MUIXNYMW","J45510","1","ST","T0","B0","0120","ZMWEIX1-4013","APA62.flitered","APA62","MUIXNYMW"
"LBETPTRZ","J45511","1","ST","T0","B0","0120","ZMWEIX1-1025b","APA62.flitered","APA62","LBETPTRZ"
"VGRVXBHC","J45512","1","ST","T0","B0","0120","ZVBQY1N-02","APA62.flitered","APA62","VGRVXBHC"
"YMHNKAIJ","J45513","1","ST","T0","B0","0120","ZLZQMEV-07","APA62.flitered","APA62","YMHNKAIJ"
"JYYSZFYZ","J45514","1","ST","T0","B0","0120","ZJTKAE3-6011","APA62.flitered","APA62","JYYSZFYZ"
"RTMTBHFM","J45515","1","ST","T0","B0","0120","ZVM4N7A-6012-AL2","AWBGH.flitered","AWBGH","RTMTBHFM"
"ZLYAHZNT","J45516","1","ST","T0","B0","0120","ZN9YTFN-6033","APA62.flitered","APA62","ZLYAHZNT"
"CKYKQGHU","J45518","1","ST","T0","B0","0120","ZWFDEY0-05","APA62.flitered","APA62","CKYKQGHU"
"JHFUSQXC","J45519","1","ST","T0","B0","0120","ZY9XQJP-05","APA62.flitered","APA62","JHFUSQXC"
"WSTNMKGH","J45520","1","ST","T0","B0","0120","ZUC2YGO-1013","APA62.flitered","APA62","WSTNMKGH"
"BQDTQREI","J45521","1","ST","T0","B0","0120","ZJTKAE3-6013","APA62.flitered","APA62","BQDTQREI"
"JZYPXRLT","J45522","1","ST","T0","B0","0120","ZJTKAE3-6026","APA62.flitered","APA62","JZYPXRLT"
"MTLASLCW","J45523","1","ST","T0","B0","0120","ZV14SIB-03","APA62.flitered","APA62","MTLASLCW"
"XYZQBXBG","J45524","1","ST","T0","B0","0120","ZJTKAE3-6015","APA62.flitered","APA62","XYZQBXBG"
"GKNINXDF","J45525","1","ST","T0","B0","0120","ZVM4N7A-6013","AWBGH.flitered","AWBGH","GKNINXDF"
"KPLMAQNA","J45526","1","ST","T0","B0","0120","ZMWEIX1-6012b","APA62.flitered","APA62","KPLMAQNA"
"OALUJEMX","J45527","1","ST","T0","B0","0120","ZLTUJTN-12","APA62.flitered","APA62","OALUJEMX"
"TGIXKJRO","J45528","1","ST","T0","B0","0120","ZN9YTFN-6032","APA62.flitered","APA62","TGIXKJRO"
"VQGINAHX","J45529","1","ST","T0","B0","0120","ZVBQY1N-04","APA62.flitered","APA62","VQGINAHX"
"PFDCZWBU","J45530","1","ST","T0","B0","0120","ZUL3S6O-6025","APA62.flitered","APA62","PFDCZWBU"
"WYBDRKBU","J45531","1","ST","T0","B0","0120","ZMWEIX1-6015","APA62.flitered","APA62","WYBDRKBU"
"RICKBDQG","J45532","1","ST","T0","B0","0120","ZVTCAK9-03","APA62.flitered","APA62","RICKBDQG"
"QVBVDPVR","J45534","1","ST","T0","B0","0120","ZL9BTWF-11","APA62.flitered","APA62","QVBVDPVR"
"APZULXUA","J45535","1","ST","T0","B0","0120","ZMWEIX1-6016","APA62.flitered","APA62","APZULXUA"
"INWRTYXK","J45536","1","ST","T0","B0","0120","ZUC2YGO-02","APA62.flitered","APA62","INWRTYXK"
"UKDQTMER","J45537","1","ST","T0","B0","0120","ZJTKAE3-6022","APA62.flitered","APA62","UKDQTMER"
"QGJOLLBL","J45538","1","ST","T0","B0","0120","ZUL3S6O-6026","APA62.flitered","APA62","QGJOLLBL"
"BPNMWXYW","J45539","1","ST","T0","B0","0120","ZM7JY3G-09","APA62.flitered","APA62","BPNMWXYW"
"PVDGJULY","J45540","1","ST","T0","B0","0120","ZTXY83G-02","APA62.flitered","APA62","PVDGJULY"
"PVBMCEDN","J45541","1","ST","T0","B0","0120","ZVNCGHM-6036","APA62.flitered","APA62","PVBMCEDN"
"SCTZVWJP","J45542","1","ST","T0","B0","0120","ZXKBAO5-04","APA62.flitered","APA62","SCTZVWJP"
"SWOMVKAB","J45543","1","ST","T0","B0","0120","ZK4CK8Y-08","APA62.flitered","APA62","SWOMVKAB"
"HDHKYKVQ","J45544","1","ST","T0","B0","0120","ZNDMXI3-06","APA62.flitered","APA62","HDHKYKVQ"
"XZOJSQEZ","J45545","1","ST","T0","B0","0120","ZY7IW45-05","APA62.flitered","APA62","XZOJSQEZ"
"WAVOKMMF","J45546","1","ST","T0","B0","0120","ZXHCGKV-05","APA62.flitered","APA62","WAVOKMMF"
"ZYRHSQWV","J45547","1","ST","T0","B0","0120","ZN3TBJM-2024-AL2","APA62.flitered","APA62","ZYRHSQWV"
"PCKVXXFJ","J45548","1","ST","T0","B0","0120","ZVM4N7A-6021","APA62.flitered","APA62","PCKVXXFJ"
"KQLJQPPC","J45549","1","ST","T0","B0","0120","ZN9YTFN-6025","APA62.flitered","APA62","KQLJQPPC"
"ENBWUXME","J45551","1","ST","T0","B0","0120","ZUL3S6O-6023","APA62.flitered","APA62","ENBWUXME"
"UNTATWST","J45552","1","ST","T0","B0","0120","ZN9YTFN-6024","APA62.flitered","APA62","UNTATWST"
"HDZQJWTE","J45553","1","ST","T0","B0","0120","ZJTKAE3-6025","APA62.flitered","APA62","HDZQJWTE"
"PDIGXDTZ","J45554","1","ST","T0","B0","0120","ZWCZHHY-05","APATM.flitered","APATM","PDIGXDTZ"
"ZHMUAUKW","J45555","1","ST","T0","B0","0120","ZLZQMEV-08","APA62.flitered","APA62","ZHMUAUKW"
"GJPILFMT","J45556","1","ST","T0","B0","0120","ZYXQKWY-04","APA62.flitered","APA62","GJPILFMT"
"RAFILPAF","J45557","1","ST","T0","B0","0120","ZVM4N7A-6023","APA62.flitered","APA62","RAFILPAF"
"EOBWTRUO","J45558","1","ST","T0","B0","0120","ZN9YTFN-6031","APA62.flitered","APA62","EOBWTRUO"
"CWMRYMOS","J45559","1","ST","T0","B0","0120","ZSOZWGV-01","APA62.flitered","APA62","CWMRYMOS"
"DEBKIKKH","J45560","1","ST","T0","B0","0120","ZUPAQVU-03","APA62.flitered","APA62","DEBKIKKH"
"ECGBIUKE","J45561","1","ST","T0","B0","0120","ZVNCGHM-6033","APA62.flitered","APA62","ECGBIUKE"
"MSQGVAFP","J45562","1","ST","T0","B0","0120","ZTL5S2Y-02","APA62.flitered","APA62","MSQGVAFP"
"OJUMDDGB","J45563","1","ST","T0","B0","0120","ZV14SIB-04","APA62.flitered","APA62","OJUMDDGB"
"XIRHGAGG","J45564","1","ST","T0","B0","0120","ZR3WH7V-01","APA62.flitered","APA62","XIRHGAGG"
"HMAWYMYT","J45565","1","ST","T0","B0","0120","ZSQNUZ5-01","APA62.flitered","APA62","HMAWYMYT"
"HDROSOHM","J45566","1","ST","T0","B0","0120","ZRLZ98T-6013","APA62.flitered","APA62","HDROSOHM"
"VRPZTHJI","J45567","1","ST","T0","B0","0120","ZUL3S6O-6033","APA62.flitered","APA62","VRPZTHJI"
"OLXVCKPW","J45568","1","ST","T0","B0","0120","ZLPZS0H-11","APA62.flitered","APA62","OLXVCKPW"
"CTLNCYQB","J45569","1","ST","T0","B0","0120","ZRA5YD8-01","APA62.flitered","APA62","CTLNCYQB"
"AZTTXPLW","J45570","1","ST","T0","B0","0120","ZJTKAE3-6024","APA62.flitered","APA62","AZTTXPLW"
"WWFBDZBL","J45571","1","ST","T0","B0","0120","ZL9BTWF-12","APA62.flitered","APA62","WWFBDZBL"
"UZXEWSZJ","J45572","1","ST","T0","B0","0120","ZUL3S6O-6035","APA62.flitered","APA62","UZXEWSZJ"
"PNQMQSGE","J45573","1","ST","T0","B0","0120","ZY1ZKJY-07","APAJ2.flitered","APAJ2","PNQMQSGE"
"HESCMRBN","J45574","1","ST","T0","B0","0120","ZW61YGW-05","APAJ2.flitered","APAJ2","HESCMRBN"
"KUFHETOJ","J45575","1","ST","T0","B0","0120","ZRLZ98T-6014","APAJ2.flitered","APAJ2","KUFHETOJ"
"PZNUSNQH","J45576","1","ST","T0","B0","0120","ZY9XQJP-06","APAJ2.flitered","APAJ2","PZNUSNQH"
"SPUHTRGL","J45577","1","ST","T0","B0","0120","ZUL3S6O-6036","APAJ2.flitered","APAJ2","SPUHTRGL"
"YZQITDII","J45578","1","ST","T0","B0","0120","ZVM4N7A-6026","APAJ2.flitered","APAJ2","YZQITDII"
"MEOOQUQN","J45579","1","ST","T0","B0","0120","ZL63I8R-12","APAJ2.flitered","APAJ2","MEOOQUQN"
"NCDZKCRH","J45580","1","ST","T0","B0","0120","ZVNCGHM-6041","APAJ2.flitered","APAJ2","NCDZKCRH"
"HORYWTQZ","J45581","1","ST","T0","B0","0120","ZUL3S6O-6022","APAJ2.flitered","APAJ2","HORYWTQZ"
"KUQCKKZJ","J45582","1","ST","T0","B0","0120","ZRLZ98T-6015","APAJ2.flitered","APAJ2","KUQCKKZJ"
"VNEZKYOA","J45583","1","ST","T0","B0","0120","ZVM4N7A-07","APAJ2.flitered","APAJ2","VNEZKYOA"
"NTOATSRR","J45584","1","ST","T0","B0","0120","ZN9YTFN-6022","APAJ2.flitered","APAJ2","NTOATSRR"
"UBTVETXP","J45585","1","ST","T0","B0","0120","ZS78KHV-01","APAJ2.flitered","APAJ2","UBTVETXP"
"FUEIFGUT","J45586","1","ST","T0","B0","0120","ZRLZ98T-6011","APAJ2.flitered","APAJ2","FUEIFGUT"
"UNJIRTDA","J45587","1","ST","T0","B0","0120","ZQNZSQF-01","APAJ2.flitered","APAJ2","UNJIRTDA"
"YICDGRVC","J45589","1","ST","T0","B0","0120","ZOBX723-04","APAJ2.flitered","APAJ2","YICDGRVC"
"UKZHZAKO","J45591","1","ST","T0","B0","0120","ZN0JE53-09","APAJ2.flitered","APAJ2","UKZHZAKO"
"ODTPJWHF","J45592","1","ST","T0","B0","0120","ZRLZ98T-6012","APAJ2.flitered","APAJ2","ODTPJWHF"
"ZYENPKPZ","J45593","1","ST","T0","B0","0120","ZRLZ98T-6016","APAJ2.flitered","APAJ2","ZYENPKPZ"
"UGNAOKIO","J45594","1","ST","T0","B0","0120","ZVM4N7A-6032","APAJ2.flitered","APAJ2","UGNAOKIO"
"ZFDXGCJF","J45595","1","ST","T0","B0","0120","ZX52KVK-2022-AL2","APAJ2.flitered","APAJ2","ZFDXGCJF"
"OBLJCLHY","J45596","1","ST","T0","B0","0120","ZUL3S6O-6034","B86HB.flitered","B86HB","OBLJCLHY"
"PCKXLAAA","J45597","1","ST","T0","B0","0120","ZX52KVK-6016","B86HB.flitered","B86HB","PCKXLAAA"
"HIRNHUYY","J45598","1","ST","T0","B0","0120","ZYU89T9-06","APAJ2.flitered","APAJ2","HIRNHUYY"
"FUHIUTHF","J45599","1","ST","T0","B0","0120","ZS78KHV-6012","APAJ2.flitered","APAJ2","FUHIUTHF"
"TWBVDKHJ","J45600","1","ST","T0","B0","0120","ZMWEIX1-6032","APAJ2.flitered","APAJ2","TWBVDKHJ"
"MPXYVVRX","J45601","1","ST","T0","B0","0120","ZR3WH7V-6015","APAJ2.flitered","APAJ2","MPXYVVRX"
"FSIHRAUF","J45602","1","ST","T0","B0","0120","ZUF48YS-01","APAJ2.flitered","APAJ2","FSIHRAUF"
"JDQCXJCS","J45603","1","ST","T0","B0","0120","ZLTUJTN-13","APAJ2.flitered","APAJ2","JDQCXJCS"
"WYQPUQRB","J45604","1","ST","T0","B0","0120","ZMWEIX1-4015","APAJ2.flitered","APAJ2","WYQPUQRB"
"FELZCQZB","J45605","1","ST","T0","B0","0120","ZN9YTFN-6021","APAJ2.flitered","APAJ2","FELZCQZB"
"SLIXAJAI","J45606","1","ST","T0","B0","0120","ZV14SIB-02","APAJ2.flitered","APAJ2","SLIXAJAI"
"EQTLWXQP","J45607","1","ST","T0","B0","0120","ZN0JE53-08","APAJ2.flitered","APAJ2","EQTLWXQP"
"JXTUZIWY","J45610","1","ST","T0","B0","0120","ZKVR426-09","APAJ2.flitered","APAJ2","JXTUZIWY"
"KKGFRBFL","J45611","1","ST","T0","B0","0120","ZVNCGHM-6027","APAJ2.flitered","APAJ2","KKGFRBFL"
"UQHEVKPQ","J45612","1","ST","T0","B0","0120","ZLTUJTN-11","APAJ2.flitered","APAJ2","UQHEVKPQ"
"ZZLLEKIO","J45613","1","ST","T0","B0","0120","ZTXY83G-01","B86HB.flitered","B86HB","ZZLLEKIO"
"TLFIVEOU","J45614","1","ST","T0","B0","0120","ZUL3S6O-6013","APAJ2.flitered","APAJ2","TLFIVEOU"
"LFWPIZNB","J45615","1","ST","T0","B0","0120","ZWHMV5E-03","APAJ2.flitered","APAJ2","LFWPIZNB"
"TJPMTOBJ","J45617","1","ST","T0","B0","0120","ZVNCGHM-6032","APAJ2.flitered","APAJ2","TJPMTOBJ"
"FFHZDTJH","J45618","1","ST","T0","B0","0120","ZUL3S6O-6012","APAJ2.flitered","APAJ2","FFHZDTJH"
"PHAVFAQN","J45619","1","ST","T0","B0","0120","ZY1ZKJY-05","APAJ2.flitered","APAJ2","PHAVFAQN"
"SLSIOXYW","J45620","1","ST","T0","B0","0120","ZYU89T9-04","APAJ2.flitered","APAJ2","SLSIOXYW"
"TXICIFWQ","J45621","1","ST","T0","B0","0120","ZUL3S6O-6015","APAJ2.flitered","APAJ2","TXICIFWQ"
"ETRKWZZM","J45622","1","ST","T0","B0","0120","ZVNCGHM-6031","APAJ2.flitered","APAJ2","ETRKWZZM"
"YGBLQOEM","J45623","1","ST","T0","B0","0120","ZTMFN3O-01","APAJ2.flitered","APAJ2","YGBLQOEM"
"BXPAPUEK","J45624","1","ST","T0","B0","0120","ZVNCGHM-6026","APAJ2.flitered","APAJ2","BXPAPUEK"
"VFFBSTJL","J45626","1","ST","T0","B0","0120","ZUG7QHE-02","APAJ2.flitered","APAJ2","VFFBSTJL"
"FPTJITGR","J45627","1","ST","T0","B0","0120","ZM8YXDM-06","APAJ2.flitered","APAJ2","FPTJITGR"
"ICFMOZQN","J45628","1","ST","T0","B0","0120","ZUPAQVU-02","APAJ2.flitered","APAJ2","ICFMOZQN"
"QUZIFFAN","J45629","1","ST","T0","B0","0120","ZRB0F6P-6011","APAJ2.flitered","APAJ2","QUZIFFAN"
"IVWOCNNT","J45630","1","ST","T0","B0","0120","ZN9YTFN-6035","APAJ2.flitered","APAJ2","IVWOCNNT"
"PWNFAGFH","J45631","1","ST","T0","B0","0120","ZWFDEY0-06","APAJ2.flitered","APAJ2","PWNFAGFH"
"IGHZLSIN","J45632","1","ST","T0","B0","0120","ZR3WH7V-6014","APAJ2.flitered","APAJ2","IGHZLSIN"
"CAWLZUOZ","J45633","1","ST","T0","B0","0120","ZVNCGHM-6044","APAJ2.flitered","APAJ2","CAWLZUOZ"
"GNAGALVP","J45634","1","ST","T0","B0","0120","ZMWEIX1-6033","APAJ2.flitered","APAJ2","GNAGALVP"
"UBRNCLDS","J45635","1","ST","T0","B0","0120","ZX52KVK-6012","APAJ2.flitered","APAJ2","UBRNCLDS"
"AKUGKCRN","J45636","1","ST","T0","B0","0120","ZY39SN0-06","APAJ2.flitered","APAJ2","AKUGKCRN"
"TXPUEVKS","J45637","1","ST","T0","B0","0120","ZXHCGKV-04","APAJ2.flitered","APAJ2","TXPUEVKS"
"JUGIVBDE","J45638","1","ST","T0","B0","0120","ZTMFN3O-02","APAJ2.flitered","APAJ2","JUGIVBDE"
"ICWILVMQ","J45641","1","ST","T0","B0","0120","ZN9YTFN-6036","APAJ2.flitered","APAJ2","ICWILVMQ"
"QYUERFDT","J45642","1","ST","T0","B0","0120","ZVNCGHM-6045","APAJ2.flitered","APAJ2","QYUERFDT"
"BAPSUMBW","J45643","1","ST","T0","B0","0120","ZY9XQJP-07","APAJ2.flitered","APAJ2","BAPSUMBW"
"NPRISPUO","J45644","1","ST","T0","B0","0120","ZLZQMEV-09","APAJ2.flitered","APAJ2","NPRISPUO"
"HLJMIUQK","J45645","1","ST","T0","B0","0120","ZRB0F6P-6012","APAJ2.flitered","APAJ2","HLJMIUQK"
"BWCPPPKO","J45646","1","ST","T0","B0","0120","ZNDMXI3-07","APAJ2.flitered","APAJ2","BWCPPPKO"
"BENVRRPO","J45647","1","ST","T0","B0","0120","ZYXQKWY-05","APAJ2.flitered","APAJ2","BENVRRPO"
"EYPPGXUC","J45648","1","ST","T0","B0","0120","ZR3WH7V-6013","APAJ2.flitered","APAJ2","EYPPGXUC"
"XPTUMBHE","J45649","1","ST","T0","B0","0120","ZVM4N7A-6035","APAJ2.flitered","APAJ2","XPTUMBHE"
"IBKTXBEH","J45650","1","ST","T0","B0","0120","ZVNCGHM-6042","APAJ2.flitered","APAJ2","IBKTXBEH"
"UHTNDAQR","J45651","1","ST","T0","B0","0120","ZWCZHHY-06","APAJ2.flitered","APAJ2","UHTNDAQR"
"ETCPVGRQ","J45652","1","ST","T0","B0","0120","ZMWEIX1-6034","APAJ2.flitered","APAJ2","ETCPVGRQ"
"OZGKYAJX","J45653","1","ST","T0","B0","0120","ZJTKAE3-6032","APAJ2.flitered","APAJ2","OZGKYAJX"
"TRDMVBVX","J45654","1","ST","T0","B0","0120","ZX52KVK-6015","APAJ2.flitered","APAJ2","TRDMVBVX"
"YHNMFLJQ","J45655","1","ST","T0","B0","0120","ZX52KVK-6013","APAJ2.flitered","APAJ2","YHNMFLJQ"
"NGAUOPXD","J45656","1","ST","T0","B0","0120","ZS78KHV-6013","APAJ2.flitered","APAJ2","NGAUOPXD"
"GPVMRNFF","J45657","1","ST","T0","B0","0120","ZTJ7L7Z-02","APAJ2.flitered","APAJ2","GPVMRNFF"
"OCXEBZWD","J45658","1","ST","T0","B0","0120","ZS78KHV-6015","APAJ2.flitered","APAJ2","OCXEBZWD"
"ONZSIXTH","J45659","1","ST","T0","B0","0120","ZMGT937-07","APAJ2.flitered","APAJ2","ONZSIXTH"
"ERUKEUEY","J66931","1","NS","T0","B0","0120","ZKVR426-2025","APB54.flitered","APB54","ERUKEUEY"
"EDBFGTKG","J66933","1","ST","T0","B0","0120","ZKVR426-2025","APATM.flitered","APATM","EDBFGTKG"
"WFQUOXUW","J66935","1","ST","T0","B0","0120","ZMBVNFM-1022","APATM.flitered","APATM","WFQUOXUW"
"HQTCOKNQ","J66938","1","NS","T0","B0","0120","ZN3TBJM-1023","APB54.flitered","APB54","HQTCOKNQ"
"BDFLMQDD","J66939","1","ST","T0","B0","0120","ZN3TBJM-1023","APATM.flitered","APATM","BDFLMQDD"
"YCUIWNAZ","J66941","1","NS","T0","B0","0120","ZN3TBJM-1025","APB54.flitered","APB54","YCUIWNAZ"
"EEZBGBUV","J66942","1","ST","T0","B0","0120","ZN3TBJM-4012","APATM.flitered","APATM","EEZBGBUV"
"BCPYEFQQ","J66943","1","ST","T0","B0","0120","ZN3TBJM-4013","APATM.flitered","APATM","BCPYEFQQ"
"EANZVJBX","J66944","1","ST","T0","B0","0120","ZN9YTFN-6011","APATM.flitered","APATM","EANZVJBX"
"ZFIOBMWB","J66945","1","ST","T0","B0","0120","ZN9YTFN-6012","B86HB.flitered","B86HB","ZFIOBMWB"
"MRQENYCJ","J66946","1","ST","T0","B0","0120","ZN9YTFN-6013","APATM.flitered","APATM","MRQENYCJ"
"VLWEHKVA","J66947","1","ST","T0","B0","0120","ZN9YTFN-6015","APATM.flitered","APATM","VLWEHKVA"
"EXHFALSC","J66948","1","ST","T0","B0","0120","ZOZOW1T-7022","APATM.flitered","APATM","EXHFALSC"
"HZNXSJRI","J66949","1","ST","T0","B0","0120","ZOZOW1T-7023","APATM.flitered","APATM","HZNXSJRI"
"NLPGXUTN","J66950","1","ST","T0","B0","0120","ZOZOW1T-7024","APATM.flitered","APATM","NLPGXUTN"
"WGRGCPJM","J66951","1","ST","T0","B0","0120","ZOZOW1T-7027","APATM.flitered","APATM","WGRGCPJM"
"WTKDVGLC","J66952","1","ST","T0","B0","0120","ZPDABJR-3011","APATM.flitered","APATM","WTKDVGLC"
"CGSWLQUO","J66953","1","ST","T0","B0","0120","ZPDABJR-3012","APATM.flitered","APATM","CGSWLQUO"
"QWSBJPVC","J66954","1","ST","T0","B0","0120","ZPDABJR-3013","APATM.flitered","APATM","QWSBJPVC"
"JMTGVCMM","J66956","1","ST","T0","B0","0120","ZQFL1P3-6015","APATM.flitered","APATM","JMTGVCMM"
"JJYWWIJM","J66958","1","ST","T0","B0","0120","ZQFL1P3-6021","APATM.flitered","APATM","JJYWWIJM"
"BWFLLEQN","J66960","1","ST","T0","B0","0120","ZQFL1P3-6022","APATM.flitered","APATM","BWFLLEQN"
"VEJVYVCU","J66961","1","ST","T0","B0","0120","ZR3WH7V-6021","APATM.flitered","APATM","VEJVYVCU"
"WOZHWBDR","J66963","1","ST","T0","B0","0120","ZRLZ98T-6023","APATM.flitered","APATM","WOZHWBDR"
"OFUCPHOG","J66964","1","ST","T0","B0","0120","ZRLZ98T-6024","APATM.flitered","APATM","OFUCPHOG"
"QYFWOVXO","J66965","1","ST","T0","B0","0120","ZRLZ98T-6025","APATM.flitered","APATM","QYFWOVXO"
"AESCYDWJ","J66966","1","ST","T0","B0","0120","ZS78KHV-6014","APATM.flitered","APATM","AESCYDWJ"
"HEAUAMJT","J66967","1","ST","T0","B0","0120","ZS78KHV-6022","APATM.flitered","APATM","HEAUAMJT"
"MFTYQIJU","J66969","1","ST","T0","B0","0120","ZS78KHV-6023","APATM.flitered","APATM","MFTYQIJU"
"OYRTWMJP","J66971","1","ST","T0","B0","0120","ZS78KHV-6024","APATM.flitered","APATM","OYRTWMJP"
"VDDOYRKK","J66972","1","ST","T0","B0","0120","ZS78KHV-6025","APATM.flitered","APATM","VDDOYRKK"
"IKXHQQGG","J66973","1","ST","T0","B0","0120","ZUL3S6O-6032","APATM.flitered","APATM","IKXHQQGG"
"HMERKNKA","J66975","1","ST","T0","B0","0120","ZX52KVK-2021","APATM.flitered","APATM","HMERKNKA"
"XIFXMMUR","J66976","1","ST","T0","B0","0120","ZX52KVK-6021","APATM.flitered","APATM","XIFXMMUR"
"GGDZXKUO","J66977","1","ST","T0","B0","0120","ZX52KVK-6022","APATM.flitered","APATM","GGDZXKUO"
"PNREZDDU","J66978","1","ST","T0","B0","0120","ZX52KVK-6023","APATM.flitered","APATM","PNREZDDU"
"AXHYWNTB","J66979","1","ST","T0","B0","0120","ZX52KVK-6024","APATM.flitered","APATM","AXHYWNTB"
"CEPLKBZY","J66981","1","ST","T0","B0","0120","ZX52KVK-6025","APATM.flitered","APATM","CEPLKBZY"
"KGUNAWUY","J66983","1","ST","T0","B0","0120","ZX52KVK-6026","APATM.flitered","APATM","KGUNAWUY"
"WFGSTHOM","J66984","1","ST","T0","B0","0120","ZYHHR4Z-07","APATM.flitered","APATM","WFGSTHOM"
"SXZRMHQK","J66985","1","ST","T0","B0","0120","ZYHHR4Z-09","APATM.flitered","APATM","SXZRMHQK"
"URBRXXVP","J66986","1","ST","T0","B0","0120","ZYHHR4Z-2025","APATM.flitered","APATM","URBRXXVP"
"RZHGJTUM","J66987","1","ST","T0","B0","0120","ZYHHR4Z-8013","APATM.flitered","APATM","RZHGJTUM"
"PXENKLCU","J74151","1","ST","T0","B0","0120","ZYU89T9-2013-AL2","AVTWA.flitered","AVTWA","PXENKLCU"
"TPHFPCNP","J79415","1","NS","T0","B0","0120","ZO5QFNX-01","B9GH6.flitered","B9GH6","TPHFPCNP"
"ZUXWVLXM","J79416","1","NS","T0","B0","0120","ZO94RDZ-02","B9GH6.flitered","B9GH6","ZUXWVLXM"
"KJJZYFLP","J79417","1","NS","T0","B0","0120","ZO94RDZ-03","B9GH6.flitered","B9GH6","KJJZYFLP"
"JNDMJBLO","J79418","1","NS","T0","B0","0120","ZIS22OE-02","B9GH6.flitered","B9GH6","JNDMJBLO"
"UEOEGDXJ","J79419","1","NS","T0","B0","0120","ZO3XSJN-01","B9GH6.flitered","B9GH6","UEOEGDXJ"
"MPQTYRHK","J79420","1","NS","T0","B0","0120","ZK112BX-2012","B9GH6.flitered","B9GH6","MPQTYRHK"
"YLPLFCQU","J79421","1","NS","T0","B0","0120","ZL9BTWF-6022","B9GH6.flitered","B9GH6","YLPLFCQU"
"XOWSRYBO","J79422","1","NS","T0","B0","0120","ZL63I8R-12","B9GH6.flitered","B9GH6","XOWSRYBO"
"HDSVRGKH","J79423","1","NS","T0","B0","0120","ZOZOW1T-6045","B9GH6.flitered","B9GH6","HDSVRGKH"
"ONFWWIVN","J79424","1","NS","T0","B0","0120","ZKVR426-2023","B9GH6.flitered","B9GH6","ONFWWIVN"
"ZMIOQRCW","J79425","1","NS","T0","B0","0120","ZLGD9M0-13","B9GH6.flitered","B9GH6","ZMIOQRCW"
"BCECVPHL","J79426","1","NS","T0","B0","0120","ZLPRB8E-13","B9GH6.flitered","B9GH6","BCECVPHL"
"NXLZDNOX","J79427","1","NS","T0","B0","0120","ZKVR426-2024","B9GH6.flitered","B9GH6","NXLZDNOX"
"SFZQPKWP","J79428","1","NS","T0","B0","0120","ZKFV71L-2014","B9GH6.flitered","B9GH6","SFZQPKWP"
"CSOABKKK","J79429","1","NS","T0","B0","0120","ZLPZS0H-2016","B9GH6.flitered","B9GH6","CSOABKKK"
"YGSRMRGE","J79431","1","NS","T0","B0","0120","ZKFV71L-2015","B9GH6.flitered","B9GH6","YGSRMRGE"
"ZBGPPMAP","J79432","1","NS","T0","B0","0120","ZL63I8R-13","B9GH6.flitered","B9GH6","ZBGPPMAP"
"KFNVBJVX","J79433","1","NS","T0","B0","0120","ZK112BX-11","B9GH6.flitered","B9GH6","KFNVBJVX"
"UJFCAIJN","J79434","1","NS","T0","B0","0120","ZL63I8R-2011","B9GH6.flitered","B9GH6","UJFCAIJN"
"SLRJKBJK","J79437","1","NS","T0","B0","0120","ZWFDEY0-07","B9GH6.flitered","B9GH6","SLRJKBJK"
"VMUAQLHH","J79438","1","NS","T0","B0","0120","ZWCZHHY-07","B9GH6.flitered","B9GH6","VMUAQLHH"
"XBSQAAHI","J79439","1","NS","T0","B0","0120","ZN9YTFN-09","B9GH6.flitered","B9GH6","XBSQAAHI"
"ZAJOCBUU","J79440","1","NS","T0","B0","0120","ZMBVNFM-1025","B9GH6.flitered","B9GH6","ZAJOCBUU"
"SALXIATQ","J79441","1","NS","T0","B0","0120","ZXHCGKV-07","B9GH6.flitered","B9GH6","SALXIATQ"
"TCSFXWYH","J79442","1","NS","T0","B0","0120","ZUG7QHE-05","B9GH6.flitered","B9GH6","TCSFXWYH"
"PIGRYREV","J79443","1","NS","T0","B0","0120","ZUF48YS-04","B9GH6.flitered","B9GH6","PIGRYREV"
"CDOYRVOE","J79444","1","NS","T0","B0","0120","ZOZOW1T-7015","B9GH6.flitered","B9GH6","CDOYRVOE"
"DGPNVVKQ","J79445","1","NS","T0","B0","0120","ZOZOW1T-7016","B9GH6.flitered","B9GH6","DGPNVVKQ"
"MSTVOJNH","J79446","1","NS","T0","B0","0120","ZX52KVK-07","B9GH6.flitered","B9GH6","MSTVOJNH"
"RASSMFRX","J79447","1","NS","T0","B0","0120","ZTXWLP3-04","B9GH6.flitered","B9GH6","RASSMFRX"
"FMMMYOVJ","J79448","1","NS","T0","B0","0120","ZL63I8R-1015","B9GH6.flitered","B9GH6","FMMMYOVJ"
"VHYJVPGI","J79449","1","NS","T0","B0","0120","ZM7JY3G-11","B9GH6.flitered","B9GH6","VHYJVPGI"
"YWRLZTNJ","J79450","1","NS","T0","B0","0120","ZLZQMEV-10","B9GH6.flitered","B9GH6","YWRLZTNJ"
"EXSLYBFW","J79451","1","NS","T0","B0","0120","ZVC4YUG-03","B9GH6.flitered","B9GH6","EXSLYBFW"
